*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-60   60-90  90-120     0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2010 270   121    85     2   102.2   94.0    8.2    6.14    4.84    5.74    3.60    4.29    5.49    1.49    1.44    1.49    0.06    0.06    0.05  344.38  358.15    1.73   68.69    0.00  275.70   90.55  210.78    0.00
 2010 271   122    85     2   103.9   96.1    7.9    6.58    5.17    6.10    3.61    4.30    5.50    1.37    1.38    1.44    0.06    0.06    0.05  346.43  360.19    1.73   69.02    0.00  277.41   90.55  210.78    0.00
 2010 272   123    85     2   105.6   98.0    7.6    6.84    5.57    6.45    3.62    4.32    5.51    1.35    1.34    1.40    0.06    0.05    0.05  348.48  362.12    1.73   69.35    0.00  279.12   90.55  210.78    0.00
 2010 273   124    85     2   107.3   99.8    7.5    7.24    5.86    6.77    3.64    4.33    5.52    1.35    1.30    1.36    0.06    0.05    0.05  350.45  363.93    1.73   69.69    0.00  280.77   90.55  210.78    0.00
 2010 274   125    85     2   108.8  101.5    7.3    7.65    6.14    7.08    3.65    4.34    5.53    1.30    1.27    1.32    0.06    0.05    0.05  352.32  365.67    1.73   70.01    0.00  282.31   90.55  210.78    0.00
 2010 275   126    85     2   110.3  103.2    7.1    6.31    7.20    7.42    3.66    4.35    5.55    1.23    1.23    1.29    0.06    0.05    0.05  354.09  367.36    1.73   70.32    0.00  283.77   90.55  210.78    0.00
 2010 276   127    85     2   111.8  104.8    7.0    6.32    7.41    7.85    3.67    4.36    5.56    1.26    1.26    1.26    0.06    0.05    0.05  356.01  368.95    1.73   70.67    0.00  285.34   90.55  210.78    0.00
 2010 277   128    85     2   113.3  106.4    7.0    8.02    7.61    7.86    3.66    4.35    5.54    1.29    1.26    1.23    0.05    0.05    0.05  357.87  370.53    1.73   71.02    0.00  286.85   90.55  210.78    0.00
 2010 278   129    85     2   114.8  108.0    6.8    8.44    7.86    8.14    3.67    4.37    5.55    1.26    1.24    1.19    0.05    0.05    0.05  359.70  372.16    1.73   71.37    0.00  288.34   90.55  210.78    0.00
 2010 279   130    85     2   116.2  109.6    6.6    8.85    8.12    8.41    3.69    4.38    5.56    1.20    1.22    1.15    0.05    0.05    0.05  361.47  373.79    1.73   71.71    0.00  289.76   90.55  210.78    0.00
 2010 280   131    85     2   117.6  111.2    6.4    8.16    8.92    8.67    3.70    4.39    5.57    1.16    1.19    1.12    0.05    0.05    0.05  363.17  375.32    1.73   72.05    0.00  291.12   90.55  210.78    0.00
 2010 281   132    85     2   119.0  112.6    6.4    7.31    9.43    9.14    3.71    4.40    5.58    1.21    1.20    1.09    0.05    0.05    0.04  364.97  376.80    1.73   72.41    0.00  292.56   90.55  210.78    0.00
 2010 282   133    85     2   120.5  114.1    6.4    8.37    9.53    9.34    3.70    4.39    5.57    1.24    1.22    1.06    0.05    0.05    0.04  366.78  378.25    1.73   72.78    0.00  294.00   90.55  210.78    0.00
 2010 283   134    85     2   121.8  115.5    6.3   10.25    9.66    9.26    3.69    4.38    5.56    1.26    1.21    1.05    0.05    0.04    0.04  368.51  379.66    1.73   73.15    0.00  295.36   90.55  210.78    0.00
 2010 284   135    85     2   123.1  116.9    6.2   10.67    9.88    9.48    3.70    4.39    5.57    1.24    1.20    1.02    0.05    0.04    0.04  370.17  381.07    1.73   73.50    0.00  296.66   90.55  210.78    0.00
 2010 285   136    85     2   124.0  117.9    6.1    1.43    5.09    6.77    5.19    6.40    6.77    1.19    1.19    1.00    0.05    0.04    0.04  371.72  382.41    1.73   73.84    0.00  297.88   90.55  211.07    0.00
 2010 286   137    85     2   113.0  106.5    6.5    2.11    4.51    5.86    4.71    5.60    6.30    1.27    1.24    1.09    0.05    0.04    0.04  373.40  383.41    1.73   74.12    0.00  299.28   90.55  223.50    0.00
 2010 287   138    85     2   111.3  104.6    6.7    1.35    2.63    4.97    4.99    5.80    6.61    1.32    1.25    1.14    0.05    0.05    0.05  375.36  384.84    1.73   74.43    0.00  300.93   90.55  226.88    0.00
 2010 288   139    85     2   102.0   94.9    7.1    1.68    2.52    4.31    4.49    5.24    6.06    1.38    1.31    1.22    0.05    0.05    0.05  377.07  385.97    1.73   74.67    0.00  302.41   90.55  237.63    0.00
 2010 289   140    85     2    99.9   92.6    7.2    2.06    2.68    4.23    4.31    5.05    5.88    1.40    1.33    1.25    0.05    0.05    0.05  378.99  387.48    1.73   74.93    0.00  304.06   90.55  241.45    0.00
 2010 290   141    85     2   100.8   93.4    7.4    2.55    2.94    4.38    4.26    5.03    5.86    1.42    1.35    1.30    0.05    0.05    0.05  381.00  389.03    1.74   75.20    0.00  305.80   90.55  242.23    0.00
 2010 291   142    85     2   102.5   95.0    7.5    3.31    3.27    4.62    4.25    5.02    5.85    1.41    1.36    1.33    0.05    0.05    0.05  383.01  390.66    1.74   75.48    0.00  307.53   90.55  242.23    0.00
 2010 292   143    85     2   104.2   96.7    7.5    3.68    3.57    4.91    4.26    5.03    5.86    1.36    1.35    1.34    0.05    0.05    0.05  384.97  392.36    1.74   75.77    0.00  309.20   90.55  242.23    0.00
 2010 293   144    85     2   105.8   98.4    7.4    4.05    3.87    5.22    4.28    5.04    5.87    1.27    1.33    1.33    0.05    0.05    0.05  386.89  394.11    1.74   76.06    0.00  310.83   90.55  242.23    0.00
 2010 294   145    85     2   107.4  100.2    7.2    4.42    4.17    5.54    4.29    5.06    5.88    1.17    1.30    1.32    0.05    0.05    0.05  388.78  395.88    1.74   76.35    0.00  312.43   90.55  242.23    0.00
 2010 295   146    85     2   109.0  102.0    6.9    4.78    4.49    5.86    4.30    5.07    5.90    1.05    1.26    1.29    0.05    0.05    0.05  390.67  397.72    1.74   76.66    0.00  314.01   90.55  242.23    0.00
 2010 296   147    85     2   110.5  103.8    6.7    5.11    4.80    6.19    4.31    5.08    5.91    0.93    1.21    1.26    0.05    0.05    0.05  392.50  399.50    1.74   76.96    0.00  315.54   90.55  242.23    0.00
