*SOIL-PLANT-ATMOSPHERE MODULE OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                                                                                                                Soil evaporation (mm/d) by soil depth (cm):
!                                                                                                                                                0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS   SRAA  TMAXA  TMINA   EOAA   EOPA   EOSA   ETAA   EPAA   ESAA   EFAA   EMAA    EOAC    ETAC    EPAC    ESAC    EFAC    EMAC    ES1D    ES2D    ES3D    ES4D    ES5D    ES6D   TRWUD
 2014 254   127  22.10  25.30  14.40  4.835  3.668  1.139  4.807  3.668  1.139  0.000  0.000  550.38  515.37  107.76  407.61    0.00    0.00   0.280   0.209   0.177   0.211   0.147   0.115   0.367
 2014 255   128  19.90  25.80  14.50  4.386  3.343  1.018  4.361  3.343  1.018  0.000  0.000  554.77  519.73  111.11  408.63    0.00    0.00   0.250   0.188   0.160   0.190   0.130   0.101   0.334
 2014 256   129  16.60  23.90  15.40  3.601  2.756  0.824  3.580  2.756  0.824  0.000  0.000  558.37  523.31  113.86  409.45    0.00    0.00   0.200   0.151   0.128   0.155   0.106   0.083   0.276
 2014 257   130  20.70  25.50  15.40  4.576  3.518  1.032  4.550  3.518  1.032  0.000  0.000  562.94  527.86  117.38  410.48    0.00    0.00   0.254   0.189   0.158   0.192   0.134   0.105   0.352
 2014 258   131  23.00  27.10  14.90  5.158  3.983  1.146  5.129  3.983  1.146  0.000  0.000  568.10  532.99  121.36  411.63    0.00    0.00   0.281   0.209   0.177   0.214   0.149   0.117   0.398
 2014 259   132  14.10  26.40  15.10  3.139  2.435  0.686  3.121  2.435  0.686  0.000  0.000  571.24  536.11  123.80  412.32    0.00    0.00   0.168   0.126   0.106   0.127   0.089   0.070   0.244
 2014 260   133  20.30  24.80  14.80  4.423  3.445  0.952  4.397  3.445  0.952  0.000  0.000  575.66  540.51  127.24  413.27    0.00    0.00   0.235   0.175   0.147   0.175   0.123   0.097   0.344
 2014 261   134  21.80  27.50  14.00  4.871  3.810  1.033  4.843  3.810  1.033  0.000  0.000  580.53  545.35  131.05  414.30    0.00    0.00   0.253   0.190   0.161   0.191   0.133   0.105   0.381
 2014 262   135  20.10  29.60  15.00  4.635  3.641  0.968  4.609  3.641  0.968  0.000  0.000  585.17  549.96  134.69  415.27    0.00    0.00   0.239   0.177   0.149   0.179   0.125   0.099   0.364
 2014 263   136  21.90  27.70  15.50  4.958  3.911  1.017  4.929  3.911  1.017  0.000  0.000  590.13  554.89  138.60  416.29    0.00    0.00   0.254   0.184   0.155   0.188   0.132   0.104   0.391
 2014 264   137  22.10  25.40  13.90  4.818  3.719  1.068  4.788  3.719  1.068  0.000  0.000  594.95  559.68  142.32  417.35    0.00    0.00   0.269   0.193   0.162   0.197   0.138   0.109   0.372
 2014 265   138  21.10  27.10  13.50  4.680  3.608  1.043  4.651  3.608  1.043  0.000  0.000  599.63  564.33  145.93  418.40    0.00    0.00   0.263   0.192   0.158   0.191   0.133   0.105   0.361
 2014 266   139  17.70  27.30  15.50  3.998  3.078  0.895  3.973  3.078  0.895  0.000  0.000  603.62  568.30  149.01  419.29    0.00    0.00   0.223   0.167   0.139   0.163   0.113   0.089   0.308
 2014 267   140  21.60  25.20  13.70  4.693  3.605  1.056  4.661  3.605  1.056  0.000  0.000  608.32  572.96  152.61  420.35    0.00    0.00   0.264   0.194   0.164   0.194   0.135   0.106   0.360
 2014 268   141  22.30  27.50  15.80  5.062  3.885  1.145  5.030  3.885  1.145  0.000  0.000  613.38  577.99  156.50  421.49    0.00    0.00   0.286   0.212   0.176   0.210   0.146   0.115   0.389
 2014 269   142  19.00  29.50  14.20  4.360  3.340  0.991  4.332  3.340  0.991  0.000  0.000  617.74  582.32  159.84  422.48    0.00    0.00   0.249   0.182   0.152   0.182   0.127   0.100   0.334
 2014 270   143  15.90  27.00  12.80  3.506  2.679  0.801  3.481  2.679  0.801  0.000  0.000  621.24  585.80  162.52  423.29    0.00    0.00   0.195   0.146   0.123   0.150   0.105   0.083   0.268
 2014 271   144  16.50  28.50  15.10  3.766  2.875  0.865  3.740  2.875  0.865  0.000  0.000  625.01  589.54  165.39  424.15    0.00    0.00   0.215   0.157   0.132   0.161   0.112   0.088   0.288
 2014 272   145  22.20  27.90  13.70  4.984  3.797  1.151  4.948  3.797  1.151  0.000  0.000  629.99  594.49  169.19  425.30    0.00    0.00   0.294   0.208   0.174   0.212   0.146   0.116   0.380
 2014 273   146  20.70  25.80  15.40  4.595  3.495  1.067  4.562  3.495  1.067  0.000  0.000  634.59  599.05  172.69  426.37    0.00    0.00   0.271   0.198   0.163   0.196   0.134   0.105   0.349
 2014 274   147  22.60  28.10  15.70  5.167  3.925  1.205  5.130  3.925  1.205  0.000  0.000  639.76  604.18  176.61  427.57    0.00    0.00   0.303   0.228   0.186   0.221   0.151   0.117   0.392
 2014 275   148  17.10  27.10  15.70  3.865  2.930  0.907  3.836  2.930  0.907  0.000  0.000  643.62  608.02  179.54  428.48    0.00    0.00   0.229   0.167   0.140   0.167   0.115   0.088   0.293
 2014 276   149  20.20  25.10  15.90  4.467  3.379  1.053  4.432  3.379  1.053  0.000  0.000  648.09  612.45  182.92  429.53    0.00    0.00   0.268   0.193   0.162   0.195   0.135   0.101   0.338
 2014 277   150  20.80  24.20  15.10  4.527  3.378  1.113  4.491  3.378  1.113  0.000  0.000  652.62  616.94  186.30  430.65    0.00    0.00   0.279   0.205   0.173   0.207   0.142   0.107   0.338
 2014 278   151  12.60  25.50  15.80  2.802  2.087  0.693  2.779  2.087  0.693  0.000  0.000  655.42  619.72  188.38  431.34    0.00    0.00   0.170   0.128   0.109   0.130   0.089   0.067   0.209
 2014 279   152  16.10  25.60  15.30  3.572  2.653  0.889  3.542  2.653  0.889  0.000  0.000  658.99  623.27  191.04  432.23    0.00    0.00   0.220   0.161   0.137   0.166   0.116   0.090   0.265
 2014 280   153  22.20  25.00  13.50  4.820  3.569  1.210  4.779  3.569  1.210  0.000  0.000  663.81  628.04  194.61  433.44    0.00    0.00   0.301   0.220   0.185   0.223   0.157   0.123   0.357
 2014 281   154  22.10  28.30  13.50  4.992  3.687  1.263  4.950  3.687  1.263  0.000  0.000  668.80  632.99  198.29  434.70    0.00    0.00   0.312   0.232   0.196   0.233   0.162   0.128   0.369
 2014 282   155  20.80  26.90  14.50  4.659  3.428  1.191  4.619  3.428  1.191  0.000  0.000  673.46  637.61  201.72  435.89    0.00    0.00   0.292   0.219   0.187   0.221   0.153   0.120   0.343
 2014 283   156  19.60  27.20  14.50  4.408  3.230  1.139  4.369  3.230  1.139  0.000  0.000  677.87  641.98  204.95  437.03    0.00    0.00   0.279   0.210   0.179   0.211   0.146   0.115   0.323
 2014 284   157  22.90  24.90  15.10  5.037  3.673  1.319  4.992  3.673  1.319  0.000  0.000  682.91  646.97  208.62  438.35    0.00    0.00   0.317   0.240   0.205   0.248   0.173   0.136   0.367
 2014 285   158  21.20  29.00  13.40  4.824  3.502  1.279  4.781  3.502  1.279  0.000  0.000  687.73  651.75  212.12  439.63    0.00    0.00   0.311   0.232   0.197   0.240   0.168   0.132   0.350
 2014 286   159  19.80  26.40  13.80  4.389  3.166  1.182  4.348  3.166  1.182  0.000  0.000  692.12  656.10  215.29  440.81    0.00    0.00   0.286   0.214   0.182   0.222   0.156   0.122   0.317
 2014 287   160  18.50  25.20  15.10  4.082  2.928  1.117  4.045  2.928  1.117  0.000  0.000  696.20  660.15  218.22  441.93    0.00    0.00   0.928   0.122   0.037   0.019   0.007   0.004   0.293
 2014 288   161  22.30  28.40  13.70  5.050  3.600  1.405  5.004  3.600  1.405  0.000  0.000  701.25  665.15  221.82  443.33    0.00    0.00   1.155   0.161   0.049   0.025   0.009   0.005   0.360
 2014 289   162  22.80  30.00  13.40  5.241  3.708  1.487  5.195  3.708  1.487  0.000  0.000  706.49  670.35  225.53  444.82    0.00    0.00   1.203   0.183   0.056   0.029   0.011   0.005   0.371
 2014 290   163  24.00  30.10  11.90  5.453  3.822  1.582  5.184  3.822  1.362  0.000  0.000  711.94  675.53  229.35  446.18    0.00    0.00   1.081   0.181   0.056   0.029   0.010   0.005   0.382
 2014 291   164  23.00  26.10  10.80  4.934  3.422  1.465  4.671  3.422  1.250  0.000  0.000  716.88  680.20  232.77  447.43    0.00    0.00   0.973   0.177   0.055   0.028   0.010   0.005   0.342
 2014 292   165  23.10  27.80  12.90  5.139  3.536  1.556  4.684  3.534  1.150  0.000  0.000  722.02  684.89  236.30  448.58    0.00    0.00   0.878   0.174   0.054   0.028   0.010   0.005   0.353
 2014 293   166  21.00  27.80  14.20  4.717  3.211  1.464  4.675  3.211  1.464  0.000  0.000  726.73  689.56  239.52  450.05    0.00    0.00   1.185   0.183   0.054   0.027   0.010   0.005   0.321
 2014 294   167  22.60  28.70  15.20  5.236  3.520  1.671  5.191  3.520  1.671  0.000  0.000  731.97  694.75  243.04  451.72    0.00    0.00   0.419   0.318   0.259   0.299   0.210   0.166   0.352
 2014 295   168  24.00  29.60  10.90  5.434  3.594  1.791  5.307  3.594  1.713  0.000  0.000  737.41  700.06  246.63  453.43    0.00    0.00   1.424   0.190   0.056   0.027   0.010   0.005   0.359
 2014 296   169  22.60  27.90  11.30  5.024  3.272  1.707  4.826  3.272  1.555  0.000  0.000  742.43  704.89  249.90  454.98    0.00    0.00   1.270   0.187   0.056   0.027   0.010   0.005   0.327
 2014 297   170  23.90  26.80  11.30  5.236  3.355  1.833  4.769  3.355  1.414  0.000  0.000  747.67  709.65  253.26  456.40    0.00    0.00   1.133   0.184   0.055   0.026   0.010   0.005   0.335
 2014 298   171  23.90  29.00  10.60  5.340  3.366  1.928  4.660  3.366  1.295  0.000  0.000  753.01  714.31  256.62  457.69    0.00    0.00   1.018   0.181   0.055   0.026   0.010   0.005   0.337
 2014 299   172  20.70  26.90  11.10  4.525  2.795  1.690  3.985  2.795  1.190  0.000  0.000  757.53  718.30  259.42  458.88    0.00    0.00   0.918   0.178   0.054   0.026   0.009   0.005   0.279
 2014 300   173  21.90  26.50  11.80  4.789  2.897  1.850  3.993  2.896  1.097  0.000  0.000  762.32  722.29  262.31  459.98    0.00    0.00   0.828   0.176   0.053   0.025   0.009   0.005   0.290
 2014 301   174  22.00  25.00  12.90  4.764  2.816  1.907  3.829  2.816  1.012  0.000  0.000  767.08  726.12  265.13  460.99    0.00    0.00   0.748   0.173   0.053   0.025   0.009   0.005   0.282
 2014 302   175  23.30  28.20  11.10  5.167  2.979  2.145  3.915  2.979  0.936  0.000  0.000  772.25  730.04  268.11  461.93    0.00    0.00   0.675   0.170   0.052   0.025   0.009   0.005   0.298
 2014 303   176  22.50  27.30  10.80  4.924  2.754  2.130  3.620  2.754  0.866  0.000  0.000  777.17  733.66  270.86  462.79    0.00    0.00   0.609   0.167   0.052   0.025   0.009   0.005   0.275
 2014 304   177  23.20  28.50  11.60  5.184  2.809  2.335  3.612  2.809  0.803  0.000  0.000  782.36  737.27  273.67  463.60    0.00    0.00   0.550   0.164   0.051   0.024   0.009   0.005   0.281
 2014 305   178  23.50  29.30  10.60  5.260  2.739  2.482  3.485  2.739  0.746  0.000  0.000  787.62  740.75  276.41  464.34    0.00    0.00   0.496   0.161   0.050   0.024   0.009   0.005   0.274
 2014 306   179  23.20  29.00  11.10  5.198  2.587  2.573  3.281  2.587  0.693  0.000  0.000  792.82  744.03  279.00  465.04    0.00    0.00   0.448   0.158   0.050   0.024   0.009   0.005   0.259
 2014 307   180  23.80  26.00  10.20  5.109  2.411  2.661  3.057  2.411  0.646  0.000  0.000  797.93  747.09  281.41  465.68    0.00    0.00   0.404   0.155   0.049   0.024   0.009   0.005   0.241
 2014 308   181  23.70  27.30   9.00  5.113  2.413  2.663  3.016  2.413  0.603  0.000  0.000  803.04  750.11  283.82  466.28    0.00    0.00   0.365   0.153   0.048   0.024   0.009   0.005   0.241
 2014 309   182  23.50  29.40  10.50  5.257  2.484  2.738  3.048  2.484  0.564  0.000  0.000  808.29  753.16  286.31  466.85    0.00    0.00   0.329   0.151   0.047   0.023   0.009   0.004   0.248
 2014 310   183  23.80  28.20   8.50  5.160  2.437  2.688  2.965  2.437  0.529  0.000  0.000  813.45  756.12  288.74  467.38    0.00    0.00   0.297   0.148   0.047   0.023   0.009   0.004   0.244
 2014 311   184  22.30  25.80  11.00  4.788  2.261  2.494  2.758  2.261  0.497  0.000  0.000  818.24  758.88  291.00  467.87    0.00    0.00   0.268   0.146   0.046   0.023   0.008   0.004   0.226
 2014 312   185  22.00  29.00  10.80  4.897  2.315  2.551  2.782  2.315  0.468  0.000  0.000  823.14  761.66  293.32  468.34    0.00    0.00   0.242   0.144   0.045   0.023   0.008   0.004   0.231
 2014 313   186  22.10  28.90   9.60  4.864  2.298  2.533  2.740  2.298  0.441  0.000  0.000  828.00  764.40  295.62  468.78    0.00    0.00   0.219   0.142   0.045   0.023   0.008   0.004   0.230
 2014 314   187  23.30  25.50   9.80  4.925  2.326  2.565  2.743  2.326  0.417  0.000  0.000  832.93  767.14  297.94  469.20    0.00    0.00   0.197   0.140   0.044   0.022   0.008   0.004   0.233
 2014 315   188  22.60  27.50   8.90  4.857  2.295  2.530  2.690  2.295  0.395  0.000  0.000  837.78  769.83  300.24  469.59    0.00    0.00   0.178   0.139   0.044   0.022   0.008   0.004   0.229
 2014 316   189  22.60  29.60   8.90  4.979  2.354  2.593  2.729  2.354  0.375  0.000  0.000  842.76  772.56  302.59  469.97    0.00    0.00   0.161   0.137   0.043   0.022   0.008   0.004   0.235
 2014 317   190  21.90  28.10  13.20  4.902  2.318  2.553  2.675  2.318  0.357  0.000  0.000  847.67  775.24  304.91  470.33    0.00    0.00   0.145   0.135   0.043   0.022   0.008   0.004   0.232
 2014 318   191  20.60  28.10  13.20  4.609  2.179  2.400  2.520  2.179  0.340  0.000  0.000  852.27  777.76  307.09  470.67    0.00    0.00   0.131   0.133   0.042   0.022   0.008   0.004   0.218
 2014 319   192  16.20  26.90  14.80  3.617  1.711  1.884  2.289  1.711  0.578  0.000  0.000  855.89  780.05  308.80  471.25    0.00    0.00   0.371   0.132   0.042   0.021   0.008   0.004   0.171
 2014 320   193  21.70  28.50  14.30  4.985  2.358  2.596  3.239  2.358  0.881  0.000  0.000  860.88  783.28  311.16  472.13    0.00    0.00   0.676   0.130   0.042   0.021   0.008   0.004   0.236
 2014 321   194  19.40  25.40  13.70  4.289  2.027  2.234  3.035  2.027  1.007  0.000  0.000  865.17  786.32  313.18  473.13    0.00    0.00   0.805   0.129   0.041   0.021   0.008   0.004   0.203
 2014 322   195  22.10  30.10  11.20  5.085  2.404  2.648  3.773  2.404  1.368  0.000  0.000  870.25  790.09  315.59  474.50    0.00    0.00   1.166   0.129   0.041   0.021   0.008   0.004   0.240
 2014 323   196  21.40  28.10  12.80  4.947  2.339  2.576  3.925  2.339  1.586  0.000  0.000  875.20  794.02  317.93  476.09    0.00    0.00   1.385   0.128   0.040   0.021   0.008   0.004   0.234
 2014 324   197  22.20  29.30  11.70  5.128  2.424  2.671  3.789  2.424  1.365  0.000  0.000  880.32  797.81  320.35  477.45    0.00    0.00   1.166   0.127   0.040   0.021   0.008   0.004   0.242
 2014 325   198  21.00  26.20  10.30  4.600  2.172  2.396  3.440  2.172  1.268  0.000  0.000  884.92  801.25  322.52  478.72    0.00    0.00   1.071   0.126   0.039   0.020   0.007   0.004   0.217
 2014 326   199  20.20  27.40  14.10  4.632  2.190  2.413  3.415  2.190  1.226  0.000  0.000  889.56  804.66  324.71  479.95    0.00    0.00   1.031   0.124   0.039   0.020   0.007   0.004   0.219
 2014 327   200  22.40  24.90  14.90  5.001  2.364  2.605  3.614  2.364  1.250  0.000  0.000  894.56  808.28  327.08  481.20    0.00    0.00   1.058   0.122   0.039   0.020   0.007   0.004   0.236
 2014 328   201  19.90  27.40  13.90  4.564  2.158  2.377  3.439  2.158  1.281  0.000  0.000  899.12  811.71  329.24  482.48    0.00    0.00   1.091   0.121   0.038   0.020   0.007   0.004   0.216
 2014 329   202  14.40  28.80  14.20  3.351  1.585  1.745  2.724  1.585  1.139  0.000  0.000  902.47  814.44  330.82  483.62    0.00    0.00   0.951   0.119   0.038   0.020   0.007   0.004   0.158
 2014 330   203  16.20  28.50  14.90  3.767  1.782  1.962  2.981  1.782  1.199  0.000  0.000  906.24  817.42  332.60  484.82    0.00    0.00   1.013   0.118   0.038   0.019   0.007   0.004   0.178
 2014 331   204  19.50  28.60  13.80  4.529  2.141  2.359  3.398  2.141  1.257  0.000  0.000  910.77  820.82  334.74  486.07    0.00    0.00   1.073   0.117   0.037   0.019   0.007   0.004   0.214
 2014 332   205  22.50  28.80  13.00  5.185  2.451  2.701  3.566  2.451  1.115  0.000  0.000  915.95  824.38  337.19  487.19    0.00    0.00   0.932   0.115   0.037   0.019   0.007   0.004   0.245
 2014 333   206  21.20  28.10  12.90  4.828  2.282  2.515  3.262  2.250  1.012  0.000  0.000  920.78  827.64  339.44  488.20    0.00    0.00   0.832   0.114   0.036   0.019   0.007   0.004   0.225
 2014 334   207  21.10  26.70  13.20  4.727  2.234  2.462  3.163  2.234  0.929  0.000  0.000  925.51  830.81  341.68  489.13    0.00    0.00   0.751   0.112   0.036   0.019   0.007   0.004   0.223
 2014 335   208  13.70  25.10  13.00  2.999  1.417  1.562  2.387  1.417  0.970  0.000  0.000  928.51  833.19  343.10  490.10    0.00    0.00   0.795   0.111   0.036   0.019   0.007   0.004   0.142
 2014 336   209  21.40  29.30  10.60  4.855  2.294  2.529  3.182  2.173  1.008  0.000  0.000  933.36  836.38  345.27  491.11    0.00    0.00   0.834   0.110   0.035   0.018   0.007   0.004   0.217
 2014 337   210  21.90  27.10  11.40  4.859  2.296  2.531  2.759  1.834  0.925  0.000  0.000  938.22  839.14  347.10  492.03    0.00    0.00   0.753   0.109   0.035   0.018   0.007   0.003   0.183
 2014 338   211  22.80  28.30   8.50  5.004  2.363  2.606  2.494  1.644  0.850  0.000  0.000  943.23  841.63  348.75  492.88    0.00    0.00   0.680   0.108   0.035   0.018   0.007   0.003   0.164
 2014 339   212  22.60  29.50   7.80  4.995  2.359  2.601  2.273  1.490  0.783  0.000  0.000  948.22  843.90  350.24  493.66    0.00    0.00   0.614   0.107   0.034   0.018   0.007   0.003   0.149
 2014 340   213  20.70  27.80  10.90  4.587  2.168  2.389  2.084  1.362  0.722  0.000  0.000  952.81  845.99  351.60  494.39    0.00    0.00   0.554   0.107   0.034   0.018   0.006   0.003   0.136
 2014 341   214  21.30  27.10  12.20  4.722  2.232  2.460  1.921  1.254  0.667  0.000  0.000  957.53  847.91  352.85  495.05    0.00    0.00   0.500   0.106   0.034   0.018   0.006   0.003   0.125
 2014 342   215  20.10  24.50  11.50  4.287  2.024  2.233  1.779  1.162  0.617  0.000  0.000  961.82  849.69  354.02  495.67    0.00    0.00   0.451   0.105   0.033   0.017   0.006   0.003   0.116
 2014 343   216  19.20  25.00  14.10  4.203  1.986  2.189  1.641  0.972  0.669  0.000  0.000  966.02  851.33  354.99  496.34    0.00    0.00   0.505   0.104   0.033   0.017   0.006   0.003   0.097
 2014 344   217  22.10  24.20  11.30  4.701  2.220  2.449  1.599  0.883  0.717  0.000  0.000  970.72  852.93  355.87  497.06    0.00    0.00   0.553   0.104   0.033   0.017   0.006   0.003   0.088
 2014 345   218  22.50  26.20   9.00  4.807  2.270  2.504  1.492  0.830  0.662  0.000  0.000  975.53  854.42  356.70  497.72    0.00    0.00   0.499   0.103   0.033   0.017   0.006   0.003   0.083
 2014 346   219  22.80  24.80   8.00  4.739  2.238  2.469  1.365  0.753  0.613  0.000  0.000  980.27  855.78  357.45  498.33    0.00    0.00   0.450   0.103   0.033   0.017   0.006   0.003   0.075
 2014 347   220  22.30  25.60   8.50  4.697  2.218  2.446  0.904  0.337  0.568  0.000  0.000  984.96  856.69  357.79  498.90    0.00    0.00   0.407   0.102   0.033   0.017   0.006   0.003   0.034
 2014 348   221  22.80  25.80   8.40  4.804  2.270  2.502  0.772  0.245  0.528  0.000  0.000  989.77  857.46  358.03  499.43    0.00    0.00   0.367   0.101   0.033   0.017   0.006   0.003   0.024
 2014 349   222  21.80  25.90   9.30  4.629  2.187  2.411  0.535  0.044  0.491  0.000  0.000  994.40  857.99  358.08  499.92    0.00    0.00   0.331   0.101   0.033   0.017   0.006   0.003   0.004
 2014 350   223  22.10  25.50  10.10  4.696  2.219  2.446  0.458  0.000  0.458  0.000  0.000  999.09  858.45  358.08  500.38    0.00    0.00   0.299   0.100   0.033   0.017   0.006   0.003   0.000
 2014 351   224  20.10  23.30  13.50  4.271  2.019  2.225  0.428  0.000  0.428  0.000  0.000   1003.    859.    358.    501.      0.      0.   0.270   0.099   0.033   0.017   0.006   0.003   0.000
 2014 352   225  19.50  24.20  13.70  4.194  1.983  2.184  0.401  0.000  0.401  0.000  0.000   1008.    859.    358.    501.      0.      0.   0.244   0.099   0.033   0.017   0.006   0.003   0.000
 2014 353   226  20.80  25.40  10.70  4.426  2.093  2.305  0.377  0.000  0.377  0.000  0.000   1012.    860.    358.    502.      0.      0.   0.220   0.098   0.033   0.017   0.006   0.003   0.000
 2014 354   227  21.80  25.30  11.30  4.654  2.200  2.424  0.355  0.000  0.355  0.000  0.000   1017.    860.    358.    502.      0.      0.   0.199   0.097   0.033   0.017   0.006   0.003   0.000
 2014 355   228  20.00  26.30  12.50  4.362  2.063  2.272  0.335  0.000  0.335  0.000  0.000   1021.    860.    358.    502.      0.      0.   0.179   0.097   0.033   0.017   0.006   0.003   0.000
 2014 356   229  21.60  25.00  11.20  4.585  2.168  2.388  0.317  0.000  0.317  0.000  0.000   1026.    861.    358.    503.      0.      0.   0.162   0.096   0.033   0.017   0.006   0.003   0.000
 2014 357   230  21.60  25.10  11.10  4.585  2.168  2.388  0.300  0.000  0.300  0.000  0.000   1030.    861.    358.    503.      0.      0.   0.146   0.096   0.033   0.017   0.006   0.003   0.000
 2014 358   231  17.40  24.30  11.80  3.677  1.738  1.915  0.285  0.000  0.285  0.000  0.000   1034.    861.    358.    503.      0.      0.   0.132   0.095   0.032   0.017   0.006   0.003   0.000
 2014 359   232  21.30  26.90  13.10  4.693  2.220  2.444  0.272  0.000  0.272  0.000  0.000   1039.    862.    358.    503.      0.      0.   0.119   0.094   0.032   0.017   0.006   0.003   0.000
 2014 360   233  18.00  25.40  11.20  3.834  1.812  1.997  0.260  0.000  0.260  0.000  0.000   1042.    862.    358.    504.      0.      0.   0.107   0.094   0.032   0.017   0.006   0.003   0.000
 2014 361   234  20.90  26.70  13.80  4.616  2.183  2.404  0.249  0.000  0.249  0.000  0.000   1047.    862.    358.    504.      0.      0.   0.097   0.093   0.032   0.017   0.006   0.003   0.000
 2014 362   235  20.90  25.90  12.80  4.535  2.144  2.362  0.239  0.000  0.239  0.000  0.000   1052.    862.    358.    504.      0.      0.   0.087   0.093   0.032   0.017   0.006   0.003   0.000
 2014 363   236  22.90  26.10  10.70  4.895  2.313  2.550  0.229  0.000  0.229  0.000  0.000   1056.    863.    358.    504.      0.      0.   0.079   0.092   0.032   0.017   0.006   0.003   0.000
