*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:34
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2013 338    73    71  103.7    0.0  103.7   0.00   2.34  111.2   54.9   48.8    2.3   2.34   1.08    0.00    1.29
 2013 339    74    72  105.5    0.0  105.5   0.00   2.32  113.1   55.5   50.0    2.3   2.32   1.08    0.00    1.33
 2013 340    75    73  107.0    0.0  107.0   0.00   2.30  114.7   56.0   51.0    2.3   2.30   1.08    0.00    1.37
 2013 341    76    74  107.6    0.0  107.6   0.00   2.30  115.7   56.5   51.1    2.3   2.30   1.12    0.00    1.41
 2013 342    77    75  107.6    0.0  107.6   0.00   2.28  115.7   55.5   52.0    2.3   2.28   1.12    0.00    1.41
 2013 343    78    76  107.6    0.0  107.6   0.00   2.28  115.7   54.7   52.8    2.3   2.28   1.12    0.00    1.41
 2013 344    79    77  107.6    0.0  107.6   0.00   2.28  115.7   53.9   53.6    2.3   2.28   1.13    0.00    1.41
 2013 345    80    78  107.6    0.0  107.6   0.00   2.27  115.7   53.1   54.4    2.3   2.27   1.12    0.00    1.41
 2013 346    81    79  107.6    0.0  107.6   0.00   2.27  115.7   52.3   55.2    2.3   2.27   1.12    0.00    1.41
 2013 347    82    80  107.6    0.0  107.6   0.00   2.28  115.7   51.5   56.0    2.3   2.28   1.11    0.00    1.41
 2013 348    83    81  107.6    0.0  107.6   0.00   2.28  115.7   50.8   56.8    2.3   2.28   1.11    0.00    1.41
 2013 349    84    82  107.6    0.0  107.6   0.00   2.29  115.7   50.0   57.5    2.3   2.29   1.10    0.00    1.41
 2013 350    85    83  107.6    0.0  107.6   0.00   2.30  115.7   49.2   58.3    2.3   2.30   1.10    0.00    1.41
 2013 351    86    84  107.6    0.0  107.6   0.00   2.31  115.7   48.4   59.1    2.3   2.31   1.09    0.00    1.41
 2013 352    87    85  107.6    0.0  107.6   0.00   2.32  115.7   47.6   60.0    2.3   2.32   1.09    0.00    1.41
 2013 353    88    86  107.6    2.2  105.4   1.70   2.28  115.7   46.6   58.7    2.3   2.28   1.07    0.00    1.41
 2013 354    89    87  107.6    4.4  103.2   1.70   2.23  115.7   45.7   57.5    2.2   2.23   1.05    0.00    1.41
 2013 355    90    88  107.6    6.5  101.0   1.70   2.18  115.7   44.7   56.3    2.2   2.18   1.03    0.00    1.41
 2013 356    91    89  107.6    8.7   98.8   1.70   2.14  115.7   43.7   55.1    2.1   2.14   1.01    0.00    1.41
 2013 357    92    90  107.6   10.9   96.6   1.70   2.09  115.7   42.8   53.9    2.1   2.09   0.98    0.00    1.41
 2013 358    93    91  107.6   13.1   94.4   1.70   2.04  115.7   41.8   52.6    2.0   2.04   0.94    0.00    1.41
 2013 359    94    92  107.6   15.0   92.5   1.72   2.00  115.7   40.9   51.6    2.0   2.00   0.95    0.00    1.41
 2013 360    95    93  107.6   17.2   90.3   1.71   1.95  115.7   40.0   50.4    2.0   1.95   0.92    0.00    1.41
 2013 361    96    94  107.6   19.1   88.5   1.72   1.91  115.7   39.1   49.3    1.9   1.91   0.92    0.00    1.41
 2013 362    97    95  107.6   20.9   86.7   1.73   1.89  115.7   38.6   48.0    1.9   1.89   0.92    0.00    1.41
 2013 363    98    96  107.6   22.4   85.2   1.74   1.87  115.7   38.2   47.0    1.9   1.87   0.93    0.00    1.41
 2013 364    99    97  107.6   23.7   83.9   1.75   1.85  115.7   37.9   46.0    1.9   1.85   0.93    0.00    1.41
 2013 365   100    98  107.6   25.4   82.2   1.76   1.83  115.7   37.6   44.6    1.8   1.83   0.94    0.00    1.41
 2014 001   101    99  107.6   26.8   80.7   1.76   1.82  115.7   37.2   43.5    1.8   1.82   0.94    0.00    1.41
 2014 002   102   100  107.6   28.2   79.4   1.77   1.81  115.7   37.0   42.4    1.8   1.81   0.95    0.00    1.41
 2014 003   103   101  107.6   29.4   78.2   1.77   1.80  115.7   36.9   41.3    1.8   1.80   0.95    0.00    1.41
 2014 004   104   102  107.6   30.5   77.0   1.78   1.79  115.7   36.7   40.3    1.8   1.79   0.96    0.00    1.41
 2014 005   105   103  107.6   31.7   75.9   1.78   1.79  115.7   36.6   39.3    1.8   1.79   0.96    0.00    1.41
 2014 006   106   104  107.6   32.8   74.7   1.79   1.78  115.7   36.5   38.2    1.8   1.78   0.97    0.00    1.41
 2014 007   107   105  107.6   34.0   73.5   1.79   1.78  115.7   36.4   37.1    1.8   1.78   0.97    0.00    1.41
 2014 008   108   106  107.6   35.2   72.3   1.79   1.77  115.7   36.3   36.0    1.8   1.77   0.98    0.00    1.41
 2014 009   109   107  107.6   36.5   71.1   1.80   1.76  115.7   36.1   35.0    1.8   1.76   0.98    0.00    1.41
 2014 010   110   108  107.6   37.7   69.9   1.80   1.75  115.7   35.8   34.0    1.8   1.75   0.99    0.00    1.41
 2014 011   111   109  107.6   38.9   68.7   1.80   1.74  115.7   35.6   33.1    1.7   1.74   0.99    0.00    1.41
 2014 012   112   110  107.6   39.0   68.5   1.80   1.74  115.7   35.6   32.9    1.7   1.74   1.00    0.00    1.41
 2014 013   113   111  107.6   39.2   68.4   1.80   1.74  115.7   35.6   32.8    1.7   1.74   1.00    0.00    1.41
 2014 014   114   112  107.6   39.4   68.2   1.80   1.73  115.7   35.5   32.7    1.7   1.73   1.01    0.00    1.41
 2014 015   115   113  107.6   39.5   68.0   1.80   1.73  115.7   35.4   32.6    1.7   1.73   1.01    0.00    1.41
 2014 016   116   114  107.6   41.7   65.9   1.80   1.67  115.7   34.2   31.6    1.7   1.67   1.01    0.00    1.41
 2014 017   117   115  107.6   43.9   63.7   1.79   1.61  115.7   33.0   30.6    1.6   1.61   1.02    0.00    1.41
 2014 018   118   116  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 019   119   117  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 020   120   118  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 021   121   119  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 022   122   120  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 023   123   121  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 024   124   122  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 025   125   123  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 026   126   124  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 027   127   125  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 028   128   126  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 029   129   127  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 030   130   128  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 031   131   129  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 032   132   130  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 033   133   131  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 034   134   132  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 035   135   133  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 036   136   134  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 037   137   135  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 038   138   136  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 039   139   137  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 040   140   138  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 041   141   139  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 042   142   140  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 043   143   141  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 044   144   142  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 045   145   143  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 046   146   144  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
 2014 047   147   145  107.6   46.1   61.5   1.79   1.56  115.7   31.8   29.6    1.6   1.56   1.02    0.00    1.41
